Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit
2936,Women,Training,Flex Trainer,XL,1.0,6496.58,0.29,4612.57,2024-07-31,Retail,Pune,1933.1
2941,Men,Lifestyle,Blazer Mid,XL,-1.0,9331.65,0.615,0.0,2025-05-02,Retail,Kolkata,492.35
2949,Men,Running,React Infinity,M,2.0,6110.030000000001,0.49,0.0,2025-07-05,Online,Delhi,698.79
2952,Kids,Training,SuperRep Go,XL,2.0,5443.44,0.615,0.0,2024-09-13,Retail,Kolkata,2237.39
2956,Kids,Training,ZoomX Invincible,Unknown,4.0,6110.030000000001,0.86,0.0,2024-05-16,Online,Mumbai,3144.87
2961,Kids,Soccer,Tiempo Legend,XL,2.0,6110.030000000001,0.615,0.0,2024-11-21,Retail,Mumbai,665.39
2964,Kids,Basketball,Zoom Freak,Unknown,-1.0,6110.030000000001,0.615,0.0,2024-06-17,Online,Mumbai,995.42
2966,Kids,Training,Flex Trainer,8,3.0,6110.030000000001,0.615,0.0,2025-02-27,Online,Pune,333.36
2981,Kids,Soccer,Premier III,M,4.0,5185.52,0.615,0.0,2025-01-10,Retail,Pune,2777.67
2985,Kids,Running,Free RN,Unknown,2.0,8996.05,0.48,0.0,2024-05-16,Online,Bengaluru,3419.45
2989,Men,Soccer,Mercurial Superfly,M,1.0,6429.61,0.615,0.0,2024-02-14,Online,Bengaluru,2459.52
2994,Women,Lifestyle,Air Force 1,11,2.0,2932.39,0.98,0.0,2024-12-07,Retail,Mumbai,2962.69
2996,Women,Basketball,Air Jordan,11,2.0,6110.030000000001,0.615,0.0,2025-07-01,Online,Pune,3753.82
2043,Women,Lifestyle,Waffle One,L,-1.0,6110.030000000001,0.615,0.0,2024-10-13,Retail,Mumbai,497.69
3001,Men,Soccer,Premier III,L,2.0,6110.030000000001,0.615,0.0,2024-01-25,Online,Delhi,-362.26
3002,Women,Lifestyle,Waffle One,Unknown,4.0,6110.030000000001,0.615,0.0,2024-11-22,Retail,Delhi,3535.87
3003,Men,Basketball,Zoom Freak,XL,2.0,6110.030000000001,0.615,0.0,2023-08-03,Online,Bangalore,-646.26
3005,Women,Basketball,Zoom Freak,9,2.0,6110.030000000001,0.19,0.0,2025-04-23,Online,Delhi,3295.17
3010,Women,Soccer,Tiempo Legend,Unknown,2.0,6110.030000000001,0.615,0.0,2025-05-05,Online,Pune,-311.32
3018,Kids,Soccer,Premier III,11,2.0,6110.030000000001,0.615,0.0,2024-08-22,Retail,Kolkata,3364.85
3019,Women,Running,Free RN,XL,2.0,9942.61,0.615,0.0,2023-12-19,Retail,Kolkata,1316.3
3021,Women,Soccer,Mercurial Superfly,6,4.0,6110.030000000001,0.42,0.0,2023-09-21,Retail,Hyd,3050.7
3023,Kids,Basketball,Zoom Freak,Unknown,2.0,2493.28,0.615,0.0,2024-05-19,Retail,Delhi,708.93
3030,Men,Soccer,Mercurial Superfly,Unknown,3.0,6969.28,0.58,8781.29,2023-08-08,Online,Kolkata,98.19
3031,Kids,Soccer,Premier III,M,4.0,8588.14,0.615,0.0,2023-10-11,Online,Kolkata,-117.68
3033,Men,Training,ZoomX Invincible,M,2.0,9397.68,0.74,0.0,2024-11-21,Retail,Hyd,313.58
2033,Kids,Lifestyle,Waffle One,M,2.0,6110.030000000001,0.615,0.0,2025-01-22,Online,Kolkata,-679.74
3038,Kids,Lifestyle,Air Force 1,M,0.0,4195.03,0.615,0.0,2025-01-27,Retail,Delhi,1068.18
3039,Kids,Soccer,Premier III,10,2.0,5366.19,0.615,0.0,2024-03-17,Online,Pune,638.3
3040,Women,Lifestyle,Waffle One,XL,2.0,6110.030000000001,0.615,0.0,2024-08-12,Online,Hyd,3833.04
3048,Women,Lifestyle,Waffle One,6,1.0,6110.030000000001,0.23,0.0,2025-07-17,Retail,Hyderabad,517.17
3049,Kids,Lifestyle,Air Force 1,11,2.0,6110.030000000001,1.06,0.0,2025-06-22,Online,Pune,-156.45
3051,Men,Training,Metcon 7,M,2.0,6110.030000000001,0.615,0.0,2024-07-28,Online,Bengaluru,166.42
3053,Women,Lifestyle,Air Force 1,L,2.0,6323.09,1.0,0.0,2024-09-18,Retail,Mumbai,1283.62
3057,Women,Soccer,Mercurial Superfly,Unknown,2.0,4244.95,0.615,0.0,2025-01-21,Retail,Bengaluru,3693.98
3058,Men,Soccer,Phantom GT,M,-1.0,8048.66,0.615,0.0,2023-08-01,Retail,Kolkata,3860.59
3064,Men,Soccer,Tiempo Legend,Unknown,2.0,6041.3,0.615,0.0,2024-01-11,Retail,Pune,-1048.54
3066,Kids,Training,ZoomX Invincible,L,2.0,6110.030000000001,0.615,0.0,2024-03-01,Online,Mumbai,1383.01
3067,Men,Lifestyle,Blazer Mid,9,4.0,6110.030000000001,0.615,0.0,2024-03-05,Retail,Hyderbad,1939.56
3071,Women,Running,Air Zoom,Unknown,2.0,5081.53,0.615,0.0,2023-10-21,Online,Mumbai,-663.86
3075,Kids,Soccer,Premier III,L,2.0,6110.030000000001,0.91,0.0,2025-05-28,Retail,Mumbai,3594.94
3079,Women,Running,React Infinity,L,2.0,6110.030000000001,0.615,0.0,2024-01-10,Retail,Bengaluru,2815.43
3090,Women,Basketball,LeBron 20,Unknown,2.0,8187.65,1.01,0.0,2023-12-11,Retail,Pune,196.88
3094,Men,Basketball,Zoom Freak,Unknown,2.0,4731.54,0.615,0.0,2024-07-11,Online,Delhi,3485.33
3106,Men,Running,Pegasus Turbo,Unknown,2.0,6110.030000000001,0.615,0.0,2025-03-09,Online,Bengaluru,3276.53
3114,Women,Running,React Infinity,L,1.0,7627.37,0.615,0.0,2025-03-27,Retail,Bengaluru,2752.18
3119,Kids,Lifestyle,Air Force 1,Unknown,2.0,6110.030000000001,0.615,0.0,2023-08-12,Online,Hyderbad,3995.49
3121,Kids,Training,Flex Trainer,8,2.0,2514.0,0.69,0.0,2025-03-06,Online,Kolkata,1345.4
3123,Kids,Running,Free RN,L,2.0,9804.78,0.615,0.0,2025-05-26,Online,Pune,-965.5
3124,Kids,Soccer,Mercurial Superfly,Unknown,2.0,7538.96,0.615,0.0,2025-03-31,Online,Delhi,2407.4
3126,Kids,Running,React Infinity,Unknown,2.0,6110.030000000001,0.615,0.0,2024-06-10,Online,Bengaluru,2772.69
3127,Men,Training,ZoomX Invincible,XL,1.0,4614.33,0.47,2445.59,2024-10-07,Online,Pune,-440.44
3129,Kids,Basketball,Kyrie Flytrap,XL,2.0,5732.66,0.615,0.0,2024-01-30,Retail,Delhi,3187.59
3130,Men,Basketball,Air Jordan,XL,2.0,3015.02,0.615,0.0,2025-05-16,Online,Pune,2868.91
3133,Kids,Soccer,Mercurial Superfly,L,2.0,6110.030000000001,0.77,0.0,2024-04-15,Retail,Delhi,88.55
3137,Kids,Soccer,Premier III,Unknown,2.0,7176.21,0.615,0.0,2025-07-08,Online,Bangalore,659.4
3140,Women,Lifestyle,Blazer Mid,L,2.0,6110.030000000001,1.03,0.0,2023-11-19,Retail,Bangalore,3855.21
3144,Women,Running,Free RN,7,2.0,8613.08,0.615,0.0,2023-09-11,Retail,Hyderbad,-1049.73
3146,Women,Soccer,Premier III,XL,1.0,6110.030000000001,0.615,0.0,2024-12-29,Retail,Hyd,1087.27
3150,Women,Lifestyle,Dunk Low,Unknown,0.0,6110.030000000001,0.615,0.0,2024-10-04,Online,Kolkata,-848.63
3160,Women,Basketball,Air Jordan,M,2.0,6110.030000000001,0.615,0.0,2024-07-25,Retail,Delhi,888.87
3162,Men,Soccer,Tiempo Legend,XL,2.0,6110.030000000001,0.615,0.0,2024-02-24,Online,Pune,1686.78
3163,Women,Running,Free RN,Unknown,2.0,8204.14,0.615,0.0,2025-06-22,Retail,Delhi,961.65
3171,Men,Lifestyle,Air Force 1,Unknown,2.0,6110.030000000001,0.615,0.0,2023-11-16,Online,Bangalore,-445.89
3172,Men,Training,Metcon 7,9,-1.0,6110.030000000001,0.39,0.0,2023-11-14,Retail,Pune,1877.19
3186,Men,Basketball,Zoom Freak,Unknown,2.0,3156.31,0.615,0.0,2024-10-16,Retail,Delhi,540.77
3192,Kids,Running,Free RN,M,1.0,6110.030000000001,0.615,0.0,2025-03-16,Online,Pune,2055.67
3193,Kids,Running,Pegasus Turbo,11,2.0,8581.98,0.615,0.0,2025-02-24,Retail,Pune,3969.18
3194,Kids,Training,SuperRep Go,M,-1.0,6110.030000000001,0.615,0.0,2023-10-21,Online,Hyderabad,896.94
3204,Men,Soccer,Phantom GT,Unknown,2.0,6110.030000000001,0.18,0.0,2024-12-09,Online,Kolkata,3367.72
2002,Women,Lifestyle,Dunk Low,7,2.0,6110.030000000001,0.24,0.0,2024-12-11,Online,Delhi,912.61
3209,Women,Training,Flex Trainer,M,2.0,6110.030000000001,0.17,0.0,2024-08-20,Retail,Bengaluru,1986.27
3212,Kids,Soccer,Mercurial Superfly,M,4.0,7670.57,0.615,0.0,2024-10-05,Retail,Kolkata,2025.11
3213,Men,Running,Air Zoom,XL,2.0,6110.030000000001,0.615,0.0,2024-12-28,Online,Kolkata,3221.7
3215,Men,Soccer,Phantom GT,XL,2.0,6110.030000000001,0.615,0.0,2024-02-20,Online,Kolkata,2109.68
3216,Men,Basketball,Air Jordan,XL,2.0,6110.030000000001,0.615,0.0,2023-08-14,Online,Mumbai,2508.13
3222,Kids,Basketball,Air Jordan,XL,-1.0,5300.32,0.615,0.0,2024-10-08,Online,Bangalore,2593.48
3225,Kids,Basketball,Kyrie Flytrap,L,2.0,7364.6,0.615,0.0,2023-12-20,Retail,Kolkata,-458.05
3232,Kids,Lifestyle,Air Force 1,Unknown,0.0,6110.030000000001,0.615,0.0,2023-11-11,Online,Pune,2083.57
3237,Kids,Basketball,LeBron 20,L,3.0,5596.52,0.615,0.0,2024-08-16,Retail,Mumbai,2926.28
3240,Kids,Basketball,Zoom Freak,9,-1.0,8776.59,0.615,0.0,2024-05-27,Retail,Hyd,-1020.05
3245,Women,Running,React Infinity,L,3.0,6110.030000000001,0.615,0.0,2024-05-19,Retail,Pune,3102.91
3248,Women,Lifestyle,Blazer Mid,12,0.0,8234.91,0.615,0.0,2024-11-24,Online,Mumbai,2984.1
3252,Men,Basketball,Zoom Freak,10,1.0,6110.030000000001,0.615,0.0,2024-03-26,Online,Mumbai,-563.83
3257,Women,Running,Free RN,7,-1.0,7056.01,0.615,0.0,2025-01-19,Retail,Kolkata,1190.89
3260,Men,Soccer,Mercurial Superfly,7,1.0,6110.030000000001,0.615,0.0,2025-06-28,Online,Mumbai,1287.17
3262,Women,Basketball,LeBron 20,6,2.0,6110.030000000001,0.615,0.0,2024-12-26,Retail,Bangalore,1490.29
3268,Men,Soccer,Mercurial Superfly,L,2.0,6110.030000000001,0.615,0.0,2025-07-11,Retail,Mumbai,1586.4
3269,Women,Soccer,Mercurial Superfly,M,2.0,7268.31,0.615,0.0,2024-12-03,Online,Mumbai,-719.57
3270,Kids,Lifestyle,Dunk Low,XL,2.0,6110.030000000001,0.615,0.0,2025-06-03,Online,Pune,3619.8
3280,Kids,Training,SuperRep Go,XL,-1.0,7709.7,0.615,0.0,2024-10-12,Online,Mumbai,663.54
3282,Kids,Basketball,Air Jordan,XL,4.0,6110.030000000001,0.23,0.0,2024-05-19,Retail,Delhi,-190.17
3284,Women,Running,Free RN,Unknown,4.0,5776.74,0.615,0.0,2024-08-20,Online,Kolkata,210.83
3292,Women,Training,Metcon 7,M,2.0,6110.030000000001,0.615,0.0,2025-05-23,Online,Hyd,2299.04
3303,Kids,Soccer,Tiempo Legend,9,2.0,6380.5,0.615,0.0,2024-10-19,Online,Kolkata,2846.02
3305,Kids,Running,Free RN,Unknown,2.0,4216.14,0.615,0.0,2024-10-17,Retail,Hyd,-687.95
3309,Men,Lifestyle,Air Force 1,Unknown,2.0,5594.08,0.615,0.0,2023-09-12,Retail,Hyd,626.95
3310,Women,Running,Free RN,M,4.0,6110.030000000001,0.21,0.0,2025-04-18,Retail,Kolkata,2856.16
3316,Women,Running,React Infinity,L,2.0,6110.030000000001,1.02,0.0,2024-04-25,Online,Bengaluru,27.15
3322,Men,Training,Metcon 7,M,2.0,6110.030000000001,0.615,0.0,2023-08-28,Online,Hyderabad,864.55
3329,Kids,Training,ZoomX Invincible,M,2.0,6110.030000000001,0.615,0.0,2024-04-28,Retail,Kolkata,530.29
3334,Kids,Soccer,Tiempo Legend,L,3.0,2471.71,0.615,0.0,2023-11-14,Online,Mumbai,1190.89
3335,Men,Soccer,Premier III,Unknown,2.0,3138.53,0.615,0.0,2024-08-17,Retail,Delhi,1221.99
3337,Men,Training,ZoomX Invincible,L,4.0,6110.030000000001,0.615,0.0,2024-10-10,Online,Delhi,2915.13
3341,Kids,Training,Metcon 7,8,3.0,8387.99,0.615,0.0,2024-03-23,Online,Bangalore,1693.41
2037,Women,Lifestyle,Dunk Low,12,4.0,6110.030000000001,1.23,0.0,2025-04-11,Online,Delhi,3651.05
3358,Men,Basketball,Kyrie Flytrap,M,2.0,6110.030000000001,0.43,0.0,2024-08-01,Online,Hyd,2019.56
3360,Women,Training,Metcon 7,M,4.0,6110.030000000001,0.06,0.0,2024-07-31,Online,Bangalore,304.12
3362,Men,Lifestyle,Air Force 1,L,2.0,6110.030000000001,0.615,0.0,2024-03-10,Retail,Delhi,2730.12
3369,Men,Running,React Infinity,L,2.0,5103.34,0.05,0.0,2024-09-27,Online,Kolkata,1247.02
3379,Men,Basketball,Air Jordan,Unknown,2.0,5000.49,0.86,1400.14,2024-10-23,Retail,Pune,3000.14
3381,Men,Training,ZoomX Invincible,Unknown,1.0,6110.030000000001,0.615,0.0,2024-02-23,Retail,Mumbai,2718.47
3385,Men,Training,ZoomX Invincible,Unknown,2.0,9019.91,0.615,0.0,2025-03-21,Online,Hyd,-643.93
3387,Men,Soccer,Phantom GT,10,4.0,6110.030000000001,1.07,0.0,2025-06-21,Retail,Bengaluru,2821.58
3389,Women,Running,Air Zoom,M,3.0,9764.91,0.615,0.0,2025-04-04,Online,Mumbai,3491.49
3391,Women,Soccer,Mercurial Superfly,M,2.0,6110.030000000001,0.615,0.0,2023-11-14,Retail,Hyderbad,1628.31
3398,Men,Basketball,LeBron 20,XL,2.0,2082.49,0.615,0.0,2023-08-27,Retail,Kolkata,415.57
3405,Women,Lifestyle,Dunk Low,M,0.0,9986.17,1.04,0.0,2025-01-04,Online,Kolkata,1861.72
3413,Kids,Soccer,Phantom GT,XL,2.0,6110.030000000001,0.615,0.0,2023-07-31,Online,Hyderbad,2752.65
3415,Kids,Basketball,Air Jordan,L,-1.0,6165.08,0.615,0.0,2024-03-06,Online,Hyderabad,-426.97
3422,Kids,Training,Metcon 7,XL,2.0,3197.01,0.615,0.0,2024-01-18,Retail,Hyderabad,2432.76
3436,Kids,Soccer,Mercurial Superfly,L,2.0,6110.030000000001,0.615,0.0,2025-06-11,Retail,Bangalore,2107.65
3437,Kids,Soccer,Tiempo Legend,M,2.0,6110.030000000001,0.615,0.0,2024-05-10,Retail,Mumbai,-113.52
3442,Kids,Basketball,Zoom Freak,XL,4.0,6110.030000000001,0.615,0.0,2025-01-21,Online,Mumbai,3129.5
3450,Men,Running,React Infinity,M,3.0,6110.030000000001,0.615,0.0,2024-01-16,Retail,Bengaluru,904.82
3465,Men,Lifestyle,Dunk Low,Unknown,2.0,6110.030000000001,0.615,0.0,2023-11-29,Online,Delhi,1698.7
3478,Kids,Training,Flex Trainer,9,2.0,6110.030000000001,0.615,0.0,2025-05-17,Retail,Mumbai,2192.68
3481,Women,Lifestyle,Air Force 1,XL,4.0,6110.030000000001,0.615,0.0,2023-10-15,Online,Bengaluru,2564.61
3483,Men,Lifestyle,Air Force 1,L,4.0,4733.92,0.615,0.0,2024-12-04,Online,Kolkata,738.19
3485,Women,Lifestyle,Dunk Low,Unknown,2.0,6110.030000000001,0.615,0.0,2024-12-14,Retail,Hyderabad,1722.38
3490,Men,Running,Free RN,L,0.0,6110.030000000001,0.98,0.0,2025-07-08,Online,Delhi,1591.77
3494,Kids,Running,Pegasus Turbo,Unknown,2.0,6110.030000000001,0.87,0.0,2024-09-17,Retail,Pune,3566.05
3495,Women,Basketball,LeBron 20,M,-1.0,6110.030000000001,0.615,0.0,2024-08-13,Retail,Pune,3572.8
3502,Men,Lifestyle,Blazer Mid,L,2.0,6418.29,0.89,0.0,2023-11-09,Online,Delhi,3665.75
3511,Kids,Lifestyle,Blazer Mid,XL,2.0,3248.17,0.06,0.0,2025-02-15,Retail,Hyderabad,877.12
3513,Women,Training,SuperRep Go,Unknown,0.0,6145.98,0.615,0.0,2025-04-16,Retail,Hyderbad,2625.95
3519,Kids,Soccer,Premier III,Unknown,2.0,6110.030000000001,0.615,0.0,2025-05-25,Retail,Kolkata,3491.18
3523,Kids,Training,SuperRep Go,6,2.0,7061.5,1.04,0.0,2024-06-09,Retail,Kolkata,825.03
3530,Women,Soccer,Mercurial Superfly,Unknown,0.0,3034.73,0.615,0.0,2023-09-25,Retail,Kolkata,2458.14
3532,Kids,Running,React Infinity,XL,2.0,9244.96,0.47,0.0,2024-05-07,Online,Mumbai,-955.19
3533,Kids,Running,Air Zoom,L,2.0,6110.030000000001,0.615,0.0,2023-11-05,Retail,Hyd,451.71
3538,Kids,Basketball,Kyrie Flytrap,L,0.0,6110.030000000001,0.615,0.0,2024-12-12,Online,Bengaluru,2787.81
3545,Men,Training,Flex Trainer,12,3.0,6110.030000000001,0.615,0.0,2023-08-03,Online,Delhi,2239.86
3548,Kids,Soccer,Phantom GT,Unknown,3.0,6110.030000000001,0.615,0.0,2024-03-12,Online,Kolkata,3366.32
3551,Women,Training,SuperRep Go,10,2.0,9948.15,1.12,0.0,2023-08-02,Retail,Kolkata,-259.16
3553,Women,Running,Air Zoom,XL,2.0,5216.27,0.615,0.0,2025-06-25,Online,Pune,-720.87
3555,Kids,Soccer,Phantom GT,9,2.0,6110.030000000001,0.615,0.0,2025-04-26,Retail,Hyderbad,-1069.25
3556,Women,Basketball,Kyrie Flytrap,M,4.0,6110.030000000001,0.615,0.0,2025-03-13,Retail,Kolkata,-843.61
3560,Women,Soccer,Phantom GT,Unknown,2.0,6110.030000000001,0.13,0.0,2023-07-26,Retail,Hyderbad,3662.98
3562,Women,Basketball,LeBron 20,Unknown,1.0,6110.030000000001,0.615,0.0,2024-10-31,Retail,Delhi,1904.66
3565,Kids,Basketball,Kyrie Flytrap,XL,2.0,6110.030000000001,0.55,0.0,2024-08-27,Online,Kolkata,3851.81
3569,Women,Soccer,Phantom GT,12,2.0,9203.0,0.615,0.0,2024-08-12,Online,Kolkata,1797.66
3573,Men,Basketball,Air Jordan,Unknown,1.0,6830.98,0.39,4166.9,2025-03-18,Retail,Mumbai,-175.76
3574,Kids,Basketball,Air Jordan,XL,0.0,6110.030000000001,0.96,0.0,2025-01-13,Online,Bangalore,2589.0
3576,Women,Lifestyle,Waffle One,M,2.0,3533.18,0.615,0.0,2024-03-17,Retail,Bengaluru,-586.23
3579,Men,Basketball,LeBron 20,XL,0.0,9995.55,0.615,0.0,2025-02-03,Retail,Delhi,1962.41
3582,Kids,Soccer,Mercurial Superfly,M,2.0,2117.04,0.615,0.0,2024-09-01,Online,Pune,806.52
3587,Men,Training,SuperRep Go,6,2.0,6110.030000000001,0.615,0.0,2025-07-01,Online,Bengaluru,-1182.04
3595,Kids,Running,Air Zoom,L,2.0,6890.68,0.615,0.0,2023-09-05,Online,Pune,3385.84
3613,Men,Lifestyle,Blazer Mid,XL,4.0,6110.030000000001,0.615,0.0,2024-08-16,Online,Hyderbad,2136.73
3614,Men,Training,ZoomX Invincible,L,2.0,6186.3,0.22,0.0,2024-09-17,Online,Pune,2169.69
3619,Kids,Lifestyle,Air Force 1,L,0.0,8915.88,0.615,0.0,2025-02-07,Online,Kolkata,824.23
3623,Men,Lifestyle,Waffle One,XL,2.0,6110.030000000001,0.75,0.0,2025-06-24,Retail,Mumbai,1980.48
3636,Women,Soccer,Tiempo Legend,M,2.0,7881.53,0.615,0.0,2023-12-19,Retail,Delhi,2615.73
3637,Women,Running,Pegasus Turbo,6,2.0,6577.39,0.615,0.0,2025-05-29,Retail,Delhi,1945.9
3644,Kids,Running,React Infinity,Unknown,2.0,5702.53,0.615,0.0,2023-10-31,Online,Delhi,1437.04
3650,Women,Soccer,Premier III,M,2.0,6110.030000000001,0.615,0.0,2024-01-07,Retail,Delhi,-520.93
3651,Men,Training,SuperRep Go,M,2.0,8891.63,1.07,0.0,2024-12-17,Retail,Delhi,-636.77
3652,Kids,Basketball,Air Jordan,XL,0.0,3176.7,0.615,0.0,2023-11-21,Online,Hyderbad,3349.8
2033,Women,Running,React Infinity,M,2.0,6110.030000000001,0.8,0.0,2024-07-23,Retail,Delhi,437.17
3661,Kids,Training,ZoomX Invincible,XL,0.0,9979.38,0.615,0.0,2024-12-05,Online,Delhi,2957.86
3665,Women,Lifestyle,Blazer Mid,Unknown,2.0,2958.1,0.615,0.0,2024-07-06,Retail,Hyderabad,2003.55
3666,Women,Running,Air Zoom,Unknown,2.0,6110.030000000001,1.18,0.0,2025-04-07,Retail,Delhi,3382.55
3669,Women,Lifestyle,Blazer Mid,L,2.0,2287.32,0.615,0.0,2023-08-27,Online,Kolkata,3859.9
3680,Men,Training,Flex Trainer,XL,3.0,8835.41,0.92,2120.5,2025-01-27,Retail,Delhi,-746.28
3683,Women,Soccer,Premier III,L,2.0,6110.030000000001,0.615,0.0,2024-05-15,Retail,Kolkata,-4.26
3696,Kids,Training,ZoomX Invincible,M,2.0,6425.04,0.615,0.0,2024-11-09,Retail,Kolkata,1966.58
3702,Men,Running,React Infinity,M,2.0,6110.030000000001,0.99,0.0,2025-05-20,Online,Pune,3398.32
3705,Kids,Training,Metcon 7,6,2.0,5644.1,0.09,0.0,2024-09-11,Online,Hyderbad,3860.78
3711,Kids,Basketball,Zoom Freak,Unknown,2.0,6110.030000000001,0.53,0.0,2023-12-28,Online,Delhi,1077.08
3716,Women,Soccer,Phantom GT,Unknown,2.0,7916.1,0.9,0.0,2023-08-23,Online,Pune,2442.47
3720,Men,Lifestyle,Blazer Mid,XL,2.0,7365.14,0.615,0.0,2025-01-24,Retail,Delhi,3369.92
3722,Kids,Training,ZoomX Invincible,7,1.0,9335.0,0.22,7281.3,2023-11-21,Retail,Mumbai,1787.45
2016,Women,Training,Metcon 7,Unknown,2.0,6110.030000000001,0.615,0.0,2024-03-15,Retail,Delhi,-263.86
3740,Men,Basketball,Zoom Freak,Unknown,0.0,6110.030000000001,0.615,0.0,2023-09-21,Retail,Pune,2909.82
3742,Women,Soccer,Tiempo Legend,Unknown,2.0,6110.030000000001,0.78,0.0,2024-06-20,Retail,Mumbai,2266.51
3745,Men,Lifestyle,Waffle One,Unknown,2.0,6110.030000000001,0.615,0.0,2025-03-09,Online,Kolkata,552.84
3757,Men,Training,Metcon 7,Unknown,2.0,6110.030000000001,0.615,0.0,2024-06-12,Retail,Hyderbad,-106.88
3758,Kids,Running,Pegasus Turbo,M,3.0,4306.67,0.615,0.0,2025-05-10,Retail,Delhi,-233.45
3764,Men,Lifestyle,Blazer Mid,10,2.0,3953.6,0.615,0.0,2024-02-22,Online,Kolkata,528.86
3770,Women,Running,Free RN,M,4.0,6110.030000000001,0.36,0.0,2024-02-03,Retail,Mumbai,3784.67
3775,Women,Running,Pegasus Turbo,Unknown,0.0,6110.030000000001,0.12,0.0,2024-07-02,Online,Delhi,2865.11
3776,Men,Soccer,Tiempo Legend,L,2.0,6110.030000000001,1.22,0.0,2024-11-12,Online,Kolkata,-1034.46
3778,Kids,Lifestyle,Waffle One,11,2.0,7248.3,0.615,0.0,2025-05-06,Online,Kolkata,-672.15
3779,Women,Soccer,Tiempo Legend,M,2.0,6110.030000000001,1.08,0.0,2024-12-17,Online,Kolkata,1073.22
3781,Kids,Running,Pegasus Turbo,L,2.0,6110.030000000001,0.36,0.0,2024-02-21,Retail,Mumbai,642.3
3784,Kids,Training,SuperRep Go,10,0.0,6110.030000000001,0.615,0.0,2025-07-07,Retail,Pune,2743.21
3787,Kids,Soccer,Mercurial Superfly,Unknown,2.0,5782.29,0.615,0.0,2024-01-25,Retail,Bangalore,2660.28
3798,Women,Training,SuperRep Go,L,2.0,3503.14,0.615,0.0,2025-05-24,Retail,Pune,957.97
3803,Men,Basketball,Zoom Freak,Unknown,3.0,6110.030000000001,1.07,0.0,2025-04-26,Online,Mumbai,-659.53
3805,Women,Lifestyle,Dunk Low,M,0.0,6110.030000000001,0.75,0.0,2024-08-11,Retail,Bengaluru,2727.66
3806,Women,Running,Free RN,M,2.0,6110.030000000001,0.28,0.0,2024-01-03,Retail,Bengaluru,416.94
3809,Women,Running,Air Zoom,11,-1.0,6110.030000000001,0.615,0.0,2024-02-13,Retail,Kolkata,3564.78
3811,Women,Running,React Infinity,XL,0.0,5706.6,0.615,0.0,2024-09-28,Online,Bengaluru,1397.86
3814,Kids,Lifestyle,Dunk Low,M,-1.0,9668.47,0.615,0.0,2024-12-25,Retail,Kolkata,3718.8
3828,Men,Basketball,Air Jordan,XL,2.0,3208.18,0.615,0.0,2024-12-20,Retail,Hyd,103.08
3830,Kids,Soccer,Phantom GT,L,2.0,3664.1,0.615,0.0,2024-09-04,Retail,Hyderabad,3188.23
3832,Men,Basketball,Kyrie Flytrap,L,2.0,3928.02,0.615,0.0,2025-05-28,Retail,Kolkata,3445.25
3833,Men,Soccer,Phantom GT,Unknown,2.0,5312.88,0.615,0.0,2025-02-26,Retail,Kolkata,146.06
3850,Women,Training,SuperRep Go,Unknown,1.0,6110.030000000001,0.615,0.0,2025-06-16,Retail,Delhi,142.55
3857,Women,Soccer,Mercurial Superfly,Unknown,2.0,8490.02,0.96,0.0,2024-09-04,Online,Kolkata,1916.37
3862,Kids,Lifestyle,Dunk Low,L,1.0,6110.030000000001,0.61,0.0,2023-11-17,Online,Delhi,3454.42
3868,Women,Running,Free RN,11,0.0,3554.76,0.51,0.0,2025-04-27,Online,Bangalore,-593.5
3886,Kids,Basketball,Kyrie Flytrap,8,2.0,4967.69,0.615,0.0,2025-01-16,Retail,Delhi,-136.16
3888,Kids,Training,ZoomX Invincible,Unknown,2.0,3737.67,0.615,0.0,2024-12-30,Online,Mumbai,-341.37
3890,Women,Training,ZoomX Invincible,XL,2.0,4392.78,0.615,0.0,2025-01-10,Online,Delhi,676.44
3891,Men,Training,ZoomX Invincible,L,0.0,9453.17,0.615,0.0,2025-02-13,Retail,Bangalore,3832.99
3893,Men,Basketball,Air Jordan,Unknown,2.0,6110.030000000001,1.22,0.0,2025-07-13,Retail,Delhi,2784.1
3894,Women,Soccer,Premier III,11,-1.0,5255.98,1.03,157.68,2024-06-08,Online,Pune,-1067.96
3904,Kids,Soccer,Phantom GT,L,2.0,7775.87,0.615,0.0,2025-05-28,Retail,Bangalore,1143.11
3913,Kids,Training,ZoomX Invincible,XL,1.0,5255.09,0.615,0.0,2024-06-12,Retail,Delhi,2941.84
3917,Women,Running,React Infinity,L,0.0,4726.33,0.615,0.0,2024-10-02,Online,Pune,3551.31
3920,Women,Running,Air Zoom,L,2.0,5540.68,0.615,0.0,2025-06-09,Online,Pune,1252.12
3924,Women,Running,Pegasus Turbo,L,2.0,4809.5,0.615,0.0,2024-03-26,Online,Kolkata,3090.67
3926,Men,Lifestyle,Dunk Low,XL,2.0,4791.86,0.615,0.0,2024-11-08,Online,Mumbai,2972.86
3933,Men,Training,SuperRep Go,XL,4.0,6110.030000000001,0.615,0.0,2025-01-25,Online,Pune,1348.54
3936,Kids,Lifestyle,Blazer Mid,M,3.0,3544.33,0.615,0.0,2023-07-28,Retail,Pune,1983.5
3940,Kids,Running,React Infinity,11,2.0,6110.030000000001,0.615,0.0,2024-12-30,Online,Hyderabad,491.15
